	SaCNB458_BA	SaCNB527_BA	SaCNH643_BA	SaCNH646_BA	SaCNH713_RS	SaCNH718_RS	SaCNH877_BA	SaCNH905_BA	SaCNH941_SC	SaCNH962_SC	SaCNH963_SC	SaCNH964_SC	SaCNH996B_SC	SaCNH996_SC	SaCNP105_SC	SaCNP193_SC	SaCNQ748_GU	SaCNQ884_GU	SaCNR107_GU	SaCNR425_GU	SaCNR921_PL	SaCNS051_PL	SaCNS205_PL	SaCNS243_PL	SaCNS296_PL	SaCNS299_PL	SaCNS325_PL	SaCNS342_FJ	SaCNS673_FJ	SaCNS744_FJ	SaCNS820_FJ	SaCNS848_FJ	SaCNT005_FJ	SaCNT798_HI	SaCNT799_HI	SaCNT800_HI	SaCNT849_HI	SaCNT850_HI	SaCNT857_HI	SaCNT859_HI	SaCNX481_PM	SaCNX482_PM	SaCNX508_PM	SaCNX814_PM	SaCNX891_PM	SaCNY011_BA	SaCNY230_FJ	SaCNY231_FJ	SaCNY234_FJ	SaCNY237_FJ	SaCNY244_FJ	SaCNY256_FJ	SaCNY260_FJ	SaCNY280_FJ	SaCNY281_FJ	SaCNY282_FJ	SaCNY486_PV	SaCNY679_YU	SaCNY685_YU	SaCNY690_YU	SaCNY694_YU	SaDSM45545_FJ	SpCNH732_RS	SpCNQ768_GU	SpCNR114_GU	SpCNR510_GU	SpCNR894_PL	SpCNR909_PL	SpCNR942_PL	SpCNS055_PL	SpCNS103_PL	SpCNS237_PL	SpCNS801_FJ	SpCNS860_FJ	SpCNS996_FJ	SpCNT001_FJ	SpCNT003_FJ	SpCNT029_FJ	SpCNT045_FJ	SpCNT084_FJ	SpCNT124_FJ	SpCNT131_FJ	SpCNT133_FJ	SpCNT403_FJ	SpCNT569_FJ	SpCNT584_FJ	SpCNT603_FJ	SpCNT609_FJ	SpCNT796_HI	SpCNT851_HI	SpCNT854_HI	SpCNT855_HI	SpCNY202_SC	SpCNY239_FJ	SpCNY330_SC	SpCNY331_SC	SpCNY363_SC	SpCNY498_PV	SpCNY646_RS	SpCNY666_MD	SpCNY673_MD	SpCNY703_MD	SpDSM45543_FJ	SpDSM45544_FJ	SpDSM45547_FJ	SpDSM45548_FJ	SpDSM45549_FJ	StCNB440_BA	StCNB476_BA	StCNB536_BA	StCNH898_BA	StCNR699_BA	StCNS197_BA	StCNS416_BA	StCNT250_BA	StCNT261_BA	StCNY012_BA	StCNY678_YU	StCNY681_YU	VmarisAB18
SpCNY703_MD	87.02	86.94	86.92	86.93	87.02	86.99	86.88	86.93	86.93	86.91	86.93	86.97	87.05	86.98	87.04	86.89	87.01	86.93	86.99	86.94	86.99	87.01	86.95	86.97	86.93	86.97	86.9	86.96	86.99	87	86.92	86.9	86.93	86.94	86.87	86.9	86.87	86.89	86.95	86.94	86.99	87	87.03	86.95	86.97	86.88	86.94	86.93	86.95	86.93	86.95	86.92	86.96	86.89	86.8	86.96	86.99	86.88	87.23	87.22	87.03	86.89	92.83	92.88	92.84	92.88	92.79	92.86	91.81	93.29	92.84	92.28	93.09	97.59	97.63	92.83	92.88	98.69	97.62	92.82	96.27	92.84	92.83	97.55	91.93	96.28	92.84	92.84	92.78	92.8	96.26	92.88	92.83	92.84	92.87	92.89	92.92	92.9	92.13	92.88	99.72	100	97.58	92.86	98.67	93.08	92.66	90.81	90.81	90.76	90.87	90.77	90.77	90.81	90.83	90.93	90.82	90.82	90.8	81.59
SpDSM45543_FJ	87.04	86.97	87.07	87.08	87.12	87.32	86.92	87.03	87.02	87.27	87.26	87.08	87.28	87.3	87.06	87.06	87.37	87.31	87.29	87.3	87.25	87.38	87.24	87.39	87.36	87.37	87.18	87.34	87.23	87.27	87.19	87.08	87.28	87.01	87.04	87	87.04	87.05	87	86.92	87.02	87.08	86.95	86.99	86.97	86.9	87.26	87.35	87.26	87.21	87.28	87.27	87.19	87.11	86.96	87.25	87.29	86.94	87.14	87.13	87.16	87.11	92.86	92.95	92.89	92.87	92.81	92.92	91.84	93.12	92.9	92.15	93.03	99.69	98.88	92.98	92.93	97.65	98.9	93.03	96.39	92.93	93.12	98.89	91.83	96.36	92.92	93.04	92.62	92.62	96.4	92.88	92.77	92.95	92.85	92.83	92.84	92.95	92.06	92.56	97.6	97.58	100	92.94	97.68	92.97	92.64	90.74	90.76	90.75	90.73	90.77	90.73	90.74	90.72	90.77	90.74	90.71	90.73	81.61
SpDSM45544_FJ	87.4	87.22	87.23	87.32	87.35	87.32	87.13	87.39	87.37	87.21	87.24	87.3	87.37	87.36	87.4	87.36	87.34	87.35	87.27	87.38	87.35	87.35	87.4	87.37	87.37	87.34	87.29	87.38	87.27	87.41	87.32	87.44	87.35	87.36	87.39	87.3	87.33	87.34	87.15	87.16	87.15	87.23	87.17	87.23	87.2	87.13	87.32	87.33	87.32	87.35	87.27	87.31	87.37	87.46	87.22	87.3	87.35	87.16	87.4	87.36	87.42	87.46	99.23	99.24	99.25	99.26	99.25	99.2	91.78	94.61	99.24	91.85	94.3	92.9	92.92	99.31	99.39	92.84	92.94	97.04	92.87	99.3	97.05	92.92	91.77	92.86	99.29	97.05	98.2	98.19	92.92	99.19	92.44	99.32	98.93	98.94	98.88	99.24	91.85	94.49	92.86	92.86	92.94	100	92.79	94.26	92.29	90.72	90.68	90.76	90.66	90.65	90.65	90.66	90.69	90.72	90.71	90.67	90.66	81.74
SpDSM45547_FJ	86.94	86.87	86.91	86.9	86.93	86.96	86.85	86.86	86.95	86.89	86.89	87.06	86.93	86.95	87.01	86.99	87.21	87.18	86.99	86.97	87.04	87	87.03	87.24	86.96	87.01	87	87.01	86.95	86.95	86.95	86.96	87.01	86.93	86.85	86.9	86.91	86.9	86.92	86.89	87	86.98	86.94	86.99	87.03	86.89	86.98	86.91	86.93	87.08	86.98	86.93	86.89	86.92	86.8	86.94	86.88	86.89	86.9	86.97	86.98	86.96	92.75	92.79	92.81	92.79	92.78	92.8	91.82	93.25	92.8	92.26	93.14	97.65	97.7	92.79	92.82	99.25	97.71	92.85	96.29	92.8	92.81	97.67	91.85	96.26	92.75	92.85	92.66	92.66	96.28	92.79	92.86	92.78	92.77	92.79	92.75	92.84	92.07	92.64	98.66	98.67	97.68	92.79	100	93.13	92.68	90.72	90.7	90.66	90.74	90.67	90.66	90.7	90.72	90.76	90.71	90.7	90.68	81.63
SpDSM45548_FJ	86.95	86.92	86.89	86.87	86.88	87.05	86.86	86.88	86.87	86.84	86.84	86.89	86.88	86.91	86.88	86.85	86.83	86.99	87.05	86.95	86.89	86.94	86.9	86.93	86.9	87	86.96	86.88	86.88	86.89	86.91	86.89	86.91	86.83	86.98	86.85	86.86	86.97	86.99	86.88	86.9	86.91	86.88	86.91	86.88	86.87	86.91	86.89	86.9	86.94	86.95	87	86.9	86.86	86.76	86.92	86.95	86.83	86.89	86.9	87.04	86.89	94.32	94.29	94.27	94.32	94.29	94.32	91.6	95.66	94.28	91.81	99.52	93.07	93.09	94.3	94.32	93.13	93.16	94.09	92.77	94.36	94.13	92.95	91.62	92.72	94.31	94.13	94.16	94.13	92.81	94.34	92.21	94.3	94.33	94.34	94.33	94.35	91.58	94.58	93.07	93.08	92.97	94.26	93.13	100	92.1	90.57	90.54	90.56	90.58	90.53	90.54	90.55	90.55	90.59	90.58	90.55	90.57	81.92
SpDSM45549_FJ	87.26	87.33	87.24	87.18	87.33	87.19	87.1	87.11	87.16	87.17	87.18	87.22	87.28	87.33	87.2	87.24	87.35	87.32	87.4	87.24	87.26	87.4	87.23	87.42	87.28	87.35	87.22	87.26	87.33	87.26	87.24	87.33	87.18	87.23	87.24	87.16	87.24	87.24	87.3	87.23	87.29	87.5	87.38	87.36	87.31	87.17	87.38	87.18	87.23	87.27	87.26	87.37	87.27	87.21	87.2	87.17	87.24	87.12	87.34	87.29	87.29	87.29	92.29	92.26	92.34	92.2	92.28	92.32	92.55	92.32	92.28	96.33	92.11	92.6	92.63	92.39	92.31	92.67	92.65	92.19	92.66	92.31	92.2	92.71	92.59	92.65	92.28	92.21	92.16	92.21	92.74	92.32	93.89	92.35	92.32	92.39	92.34	92.4	95.14	92.28	92.7	92.66	92.64	92.29	92.68	92.1	100	91.44	91.43	91.66	91.6	91.44	91.31	91.47	91.39	91.58	91.55	91.41	91.45	81.57
StCNB440_BA	87.81	87.75	87.59	87.51	87.5	87.53	87.54	87.56	87.69	87.51	87.52	87.72	87.54	87.55	87.73	87.69	87.6	87.59	87.64	87.55	87.55	87.62	87.56	87.59	87.6	87.6	87.54	87.59	87.56	87.56	87.56	87.65	87.58	87.48	87.52	87.47	87.53	87.51	87.53	87.53	87.57	87.53	87.55	87.56	87.64	87.48	87.59	87.61	87.6	87.61	87.57	87.65	87.53	87.6	87.37	87.55	87.55	87.53	87.77	87.69	87.81	87.58	90.7	90.69	90.75	90.73	90.71	90.76	91.08	90.88	90.67	90.97	90.59	90.73	90.74	90.74	90.73	90.71	90.73	90.53	90.77	90.72	90.56	90.72	91.14	90.76	90.71	90.52	90.68	90.62	90.85	90.76	91.43	90.71	90.81	90.75	90.76	90.77	90.84	90.78	90.82	90.81	90.74	90.72	90.72	90.57	91.44	100	99.59	99.5	99.54	99.67	99.69	99.61	99.6	99.52	99.55	99.71	99.69	81.64
StCNB476_BA	87.88	87.72	87.58	87.64	87.59	87.68	87.55	87.66	87.81	87.65	87.6	87.79	87.63	87.63	87.82	87.83	87.7	87.69	87.67	87.66	87.66	87.72	87.67	87.74	87.67	87.74	87.62	87.67	87.68	87.67	87.71	87.75	87.65	87.62	87.61	87.63	87.63	87.64	87.5	87.47	87.62	87.63	87.49	87.53	87.57	87.47	87.6	87.67	87.72	87.6	87.68	87.65	87.65	87.73	87.57	87.7	87.63	87.44	87.91	87.79	87.83	87.63	90.69	90.75	90.76	90.7	90.73	90.79	91.11	90.89	90.7	91.04	90.61	90.71	90.79	90.73	90.69	90.74	90.72	90.53	90.82	90.73	90.58	90.78	91.15	90.79	90.67	90.52	90.61	90.64	90.81	90.73	91.4	90.72	90.71	90.74	90.84	90.79	90.87	90.84	90.83	90.81	90.76	90.68	90.7	90.54	91.43	99.59	100	99.5	99.6	99.53	99.54	99.64	99.57	99.6	99.61	99.58	99.59	81.61
StCNB536_BA	87.91	87.76	87.69	87.62	87.69	87.7	87.5	87.72	87.74	87.63	87.62	87.74	87.7	87.74	87.76	87.77	87.8	87.73	87.75	87.74	87.78	87.83	87.69	87.87	87.7	87.83	87.73	87.71	87.74	87.69	87.63	87.81	87.64	87.6	87.73	87.62	87.65	87.72	87.52	87.53	87.72	87.71	87.48	87.63	87.65	87.48	87.79	87.72	87.67	87.75	87.66	87.77	87.73	87.73	87.59	87.65	87.66	87.56	88.03	87.93	87.88	87.57	90.85	90.82	90.85	90.82	90.8	90.91	91.09	90.94	90.84	91.05	90.67	90.73	90.74	90.9	90.92	90.71	90.71	90.63	90.77	90.86	90.65	90.84	91.08	90.74	90.83	90.65	90.65	90.73	90.81	90.79	91.43	90.86	90.87	90.89	90.82	90.94	90.95	90.88	90.84	90.76	90.75	90.76	90.66	90.56	91.66	99.5	99.5	100	99.52	99.46	99.49	99.49	99.46	99.56	99.52	99.49	99.52	81.69
StCNH898_BA	87.79	87.79	87.57	87.55	87.74	87.55	87.59	87.52	87.73	87.56	87.55	87.68	87.73	87.72	87.69	87.75	87.63	87.58	87.68	87.53	87.62	87.75	87.57	87.6	87.63	87.65	87.59	87.54	87.64	87.57	87.61	87.73	87.55	87.53	87.58	87.52	87.55	87.6	87.58	87.61	87.56	87.61	87.56	87.68	87.62	87.56	87.63	87.5	87.6	87.56	87.59	87.64	87.64	87.6	87.53	87.6	87.62	87.57	87.92	87.84	87.74	87.52	90.79	90.76	90.87	90.74	90.73	90.79	91.1	90.92	90.71	91.13	90.65	90.75	90.75	90.88	90.81	90.79	90.75	90.62	90.75	90.77	90.6	90.79	91.16	90.8	90.81	90.64	90.74	90.8	90.82	90.78	91.5	90.78	90.84	90.86	90.88	90.89	91	90.95	90.9	90.87	90.73	90.66	90.74	90.58	91.6	99.54	99.6	99.52	100	99.54	99.54	99.57	99.54	99.64	99.61	99.54	99.55	81.56
StCNR699_BA	87.8	87.75	87.69	87.66	87.66	87.7	87.44	87.66	87.76	87.61	87.62	87.71	87.59	87.65	87.77	87.8	87.74	87.64	87.64	87.63	87.62	87.72	87.65	87.83	87.7	87.74	87.69	87.63	87.58	87.66	87.67	87.77	87.63	87.62	87.66	87.61	87.6	87.63	87.42	87.5	87.65	87.62	87.48	87.56	87.52	87.44	87.62	87.65	87.65	87.71	87.62	87.66	87.7	87.75	87.46	87.66	87.62	87.41	87.97	87.79	87.85	87.6	90.71	90.71	90.71	90.73	90.73	90.82	91.08	90.91	90.69	90.94	90.63	90.7	90.75	90.72	90.72	90.75	90.75	90.55	90.76	90.74	90.65	90.81	91.09	90.75	90.68	90.52	90.65	90.69	90.79	90.68	91.41	90.75	90.75	90.76	90.73	90.77	90.94	90.88	90.79	90.77	90.77	90.65	90.67	90.53	91.44	99.67	99.53	99.46	99.54	100	99.73	99.58	99.62	99.53	99.53	99.68	99.68	81.64
StCNS197_BA	87.87	87.66	87.66	87.65	87.56	87.65	87.42	87.66	87.83	87.64	87.61	87.76	87.65	87.61	87.84	87.8	87.64	87.63	87.65	87.6	87.65	87.65	87.66	87.63	87.65	87.66	87.61	87.63	87.64	87.62	87.65	87.66	87.67	87.58	87.58	87.61	87.6	87.59	87.48	87.47	87.5	87.51	87.5	87.52	87.59	87.47	87.61	87.61	87.67	87.57	87.63	87.63	87.65	87.71	87.52	87.66	87.63	87.47	87.86	87.76	87.81	87.61	90.74	90.74	90.68	90.73	90.72	90.7	91.08	90.88	90.66	90.93	90.54	90.7	90.69	90.71	90.68	90.74	90.74	90.46	90.73	90.69	90.53	90.72	91.1	90.75	90.69	90.52	90.63	90.64	90.71	90.69	91.36	90.68	90.75	90.73	90.7	90.7	90.87	90.83	90.8	90.77	90.73	90.65	90.66	90.54	91.31	99.69	99.54	99.49	99.54	99.73	100	99.58	99.65	99.52	99.54	99.67	99.68	81.56
StCNS416_BA	87.78	87.86	87.5	87.53	87.54	87.56	87.58	87.52	87.64	87.54	87.52	87.69	87.58	87.6	87.7	87.69	87.57	87.56	87.65	87.52	87.55	87.68	87.58	87.7	87.54	87.68	87.57	87.55	87.59	87.53	87.59	87.62	87.57	87.52	87.52	87.52	87.58	87.52	87.6	87.61	87.7	87.72	87.61	87.65	87.6	87.54	87.56	87.57	87.6	87.58	87.58	87.67	87.54	87.63	87.46	87.57	87.54	87.52	87.79	87.75	87.8	87.53	90.67	90.73	90.73	90.68	90.7	90.78	91.12	90.92	90.72	91.05	90.63	90.71	90.75	90.83	90.73	90.74	90.74	90.58	90.76	90.73	90.59	90.78	91.16	90.74	90.69	90.58	90.64	90.62	90.8	90.72	91.4	90.76	90.74	90.74	90.79	90.8	90.85	90.87	90.77	90.81	90.74	90.66	90.7	90.55	91.47	99.61	99.64	99.49	99.57	99.58	99.58	100	99.57	99.57	99.59	99.61	99.64	81.6
StCNT250_BA	87.68	87.81	87.52	87.5	87.52	87.56	87.53	87.48	87.7	87.56	87.53	87.65	87.53	87.58	87.69	87.73	87.56	87.59	87.58	87.5	87.59	87.67	87.51	87.6	87.56	87.57	87.53	87.59	87.61	87.5	87.52	87.66	87.57	87.54	87.5	87.51	87.56	87.5	87.55	87.53	87.62	87.63	87.56	87.63	87.66	87.51	87.63	87.61	87.53	87.59	87.53	87.66	87.53	87.69	87.5	87.57	87.51	87.53	87.78	87.73	87.73	87.48	90.73	90.65	90.71	90.7	90.67	90.79	91.09	90.88	90.7	90.98	90.62	90.71	90.7	90.7	90.73	90.74	90.74	90.5	90.74	90.71	90.53	90.82	91.13	90.72	90.7	90.58	90.63	90.66	90.73	90.74	91.36	90.71	90.77	90.72	90.75	90.75	90.86	90.8	90.81	90.83	90.72	90.69	90.72	90.55	91.39	99.6	99.57	99.46	99.54	99.62	99.65	99.57	100	99.54	99.55	99.63	99.64	81.55
StCNT261_BA	87.86	87.71	87.64	87.65	87.76	87.65	87.43	87.65	87.83	87.61	87.69	87.8	87.71	87.77	87.76	87.88	87.72	87.7	87.69	87.64	87.68	87.76	87.67	87.66	87.59	87.7	87.67	87.62	87.62	87.63	87.59	87.75	87.7	87.64	87.65	87.61	87.61	87.66	87.5	87.52	87.53	87.53	87.57	87.59	87.6	87.52	87.67	87.65	87.7	87.75	87.63	87.7	87.73	87.68	87.56	87.74	87.64	87.49	88.15	88.08	87.81	87.58	90.81	90.79	90.87	90.75	90.77	90.76	91.16	90.94	90.72	91.06	90.65	90.8	90.77	90.8	90.77	90.76	90.83	90.56	90.78	90.71	90.64	90.85	91.17	90.8	90.85	90.63	90.73	90.77	90.84	90.73	91.42	90.76	90.81	90.79	90.87	90.85	90.96	90.91	90.99	90.93	90.77	90.72	90.76	90.59	91.58	99.52	99.6	99.56	99.64	99.53	99.52	99.57	99.54	100	99.64	99.52	99.53	81.61
StCNY012_BA	87.69	87.84	87.58	87.57	87.51	87.55	87.54	87.56	87.71	87.56	87.58	87.7	87.7	87.67	87.71	87.71	87.67	87.57	87.65	87.57	87.62	87.71	87.6	87.61	87.57	87.68	87.59	87.55	87.62	87.55	87.57	87.66	87.56	87.54	87.55	87.57	87.57	87.57	87.56	87.63	87.65	87.66	87.58	87.65	87.62	87.46	87.67	87.56	87.62	87.6	87.51	87.6	87.62	87.62	87.54	87.58	87.52	87.55	87.81	87.76	87.74	87.52	90.82	90.73	90.94	90.8	90.76	90.88	91.16	90.96	90.83	91.01	90.6	90.7	90.72	90.8	90.86	90.77	90.74	90.59	90.77	90.83	90.54	90.77	91.18	90.8	90.74	90.59	90.71	90.69	90.77	90.76	91.4	90.83	90.81	90.84	90.76	90.88	90.85	90.87	90.84	90.82	90.74	90.71	90.71	90.58	91.55	99.55	99.61	99.52	99.61	99.53	99.54	99.59	99.55	99.64	100	99.54	99.55	81.55
StCNY678_YU	87.67	87.65	87.55	87.5	87.52	87.55	87.47	87.52	87.76	87.5	87.52	87.66	87.5	87.52	87.6	87.72	87.57	87.51	87.58	87.56	87.62	87.66	87.57	87.53	87.53	87.55	87.54	87.56	87.58	87.52	87.54	87.66	87.49	87.5	87.51	87.49	87.57	87.5	87.54	87.56	87.56	87.53	87.46	87.65	87.62	87.49	87.65	87.53	87.54	87.59	87.56	87.65	87.54	87.61	87.45	87.55	87.53	87.47	87.84	87.64	87.74	87.52	90.67	90.71	90.72	90.71	90.7	90.74	91.14	90.91	90.72	91	90.59	90.73	90.69	90.74	90.71	90.74	90.69	90.49	90.76	90.68	90.49	90.74	91.13	90.76	90.68	90.57	90.66	90.63	90.8	90.74	91.42	90.7	90.82	90.8	90.73	90.79	90.83	90.84	90.82	90.82	90.71	90.67	90.7	90.55	91.41	99.71	99.58	99.49	99.54	99.68	99.67	99.61	99.63	99.52	99.54	100	99.72	81.54
StCNY681_YU	87.78	87.67	87.5	87.52	87.51	87.6	87.54	87.53	87.69	87.5	87.49	87.73	87.48	87.5	87.71	87.64	87.65	87.6	87.6	87.55	87.59	87.55	87.57	87.55	87.61	87.61	87.55	87.54	87.56	87.52	87.63	87.72	87.56	87.46	87.62	87.49	87.46	87.54	87.5	87.55	87.62	87.57	87.5	87.6	87.56	87.51	87.63	87.51	87.57	87.52	87.54	87.64	87.62	87.62	87.41	87.6	87.52	87.53	87.78	87.61	87.74	87.54	90.75	90.72	90.67	90.72	90.69	90.72	91.09	90.92	90.68	90.98	90.63	90.71	90.73	90.67	90.75	90.76	90.69	90.57	90.75	90.8	90.55	90.76	91.08	90.73	90.68	90.5	90.64	90.66	90.74	90.75	91.46	90.71	90.73	90.74	90.79	90.76	90.85	90.86	90.84	90.8	90.73	90.66	90.68	90.57	91.45	99.69	99.59	99.52	99.55	99.68	99.68	99.64	99.64	99.53	99.55	99.72	100	81.65
VmarisAB18	81.81	81.7	81.71	81.75	81.8	81.85	81.74	81.74	81.64	81.81	81.83	81.79	81.69	81.75	81.7	81.74	81.78	81.78	81.87	81.81	81.71	81.72	81.84	81.82	81.77	81.8	81.78	81.68	81.73	82.06	81.8	81.77	81.82	81.79	81.79	81.71	81.62	81.74	81.63	81.82	81.76	81.75	81.78	81.75	81.73	81.69	81.75	81.75	81.8	81.74	81.82	81.74	81.8	81.69	81.65	81.79	81.67	81.8	81.85	81.71	81.88	81.72	81.68	81.7	81.74	81.82	81.84	81.82	81.36	81.83	81.68	81.56	81.87	81.63	81.67	81.73	81.74	81.55	81.62	81.49	81.59	81.74	81.51	81.65	81.4	81.66	81.72	81.6	81.74	81.7	81.69	81.72	81.64	81.84	81.66	81.66	81.57	81.68	81.53	81.65	81.6	81.59	81.61	81.74	81.63	81.92	81.57	81.64	81.61	81.69	81.56	81.64	81.56	81.6	81.55	81.61	81.55	81.54	81.65	100
