gene	variable	value	bgcname	cluster	bp_count	repseq	genedescription
total.salinosporamide.cluster1.aln	clade8	0	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade3	0	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade10	5.33333333333333	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade6	0	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade7	0	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade4	99	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade1	1.96969696969697	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster2.aln	clade10	4.26666666666667	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade2	8	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade1	3.15151515151515	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade4	72	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade6	0	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade7	0	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade3	0	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade5	9.2	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.salinosporamide.cluster2.aln	clade8	0	salinosporamide	cluster2	1794	ppsE	Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
total.sporolide.cluster1.aln	clade8	0.666666666666667	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade6	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade7	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade3	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade10	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade1	1.48888888888889	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade4	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade2	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster1.aln	clade5	0	sporolide	cluster1	987	BFADNKPB_02878	hypothetical protein
total.sporolide.cluster10.aln	clade3	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade10	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade2	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade5	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade1	0.355555555555556	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade4	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade7	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade6	0	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster10.aln	clade8	1.33333333333333	sporolide	cluster10	786	rhaR_6	HTH-type transcriptional activator RhaR
total.sporolide.cluster11.aln	clade6	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade10	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade3	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade7	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade8	0.666666666666667	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade4	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade5	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade1	0.2	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster11.aln	clade2	0	sporolide	cluster11	465	BJKHBJBP_02656	hypothetical protein
total.sporolide.cluster12.aln	clade8	0.666666666666667	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade1	0.955555555555556	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade2	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade6	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade10	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade5	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade7	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade4	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster12.aln	clade3	0	sporolide	cluster12	498	BJKHBJBP_02672	hypothetical protein
total.sporolide.cluster13.aln	clade10	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade1	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade2	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade7	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade3	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade4	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade5	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade8	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster13.aln	clade6	0	sporolide	cluster13	441	BJKHBJBP_02663	hypothetical protein
total.sporolide.cluster14.aln	clade10	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade1	0.555555555555556	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade2	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade7	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade3	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade4	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade5	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade8	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster14.aln	clade6	0	sporolide	cluster14	372	BJKHBJBP_02673	hypothetical protein
total.sporolide.cluster15.aln	clade4	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade5	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade1	0.2	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade6	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade3	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade2	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade7	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade8	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster15.aln	clade10	0	sporolide	cluster15	432	BJKHBJBP_02674	hypothetical protein
total.sporolide.cluster16.aln	clade1	0.555555555555556	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade10	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade3	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade8	1.33333333333333	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade2	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade4	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade6	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade5	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster16.aln	clade7	0	sporolide	cluster16	633	BJKHBJBP_02660	hypothetical protein
total.sporolide.cluster17.aln	clade4	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade1	3.2	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade5	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade6	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade10	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade3	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade8	0.666666666666667	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade2	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster17.aln	clade7	0	sporolide	cluster17	669	MKOOBEOE_02772	hypothetical protein
total.sporolide.cluster18.aln	clade1	0.4	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade10	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade3	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade4	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade2	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade5	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade6	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade7	0	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster18.aln	clade8	4.66666666666667	sporolide	cluster18	594	MKOOBEOE_02774	hypothetical protein
total.sporolide.cluster19.aln	clade2	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade3	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade1	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade6	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade7	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade10	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade4	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade8	0.666666666666667	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster19.aln	clade5	0	sporolide	cluster19	537	ntaB	FMN reductase (NADH) NtaB
total.sporolide.cluster2.aln	clade10	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade1	1.15555555555556	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade3	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade4	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade2	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade7	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade5	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade6	0	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster2.aln	clade8	1.33333333333333	sporolide	cluster2	999	BJKHBJBP_02652	hypothetical protein
total.sporolide.cluster20.aln	clade2	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade7	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade3	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade4	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade8	0.666666666666667	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade10	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade5	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade6	0	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster20.aln	clade1	0.355555555555556	sporolide	cluster20	564	BJKHBJBP_02647	hypothetical protein
total.sporolide.cluster21.aln	clade5	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade7	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade3	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade4	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade8	7.33333333333333	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade1	1.95555555555556	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade6	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade10	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster21.aln	clade2	0	sporolide	cluster21	2169	aml	Alpha-amylase
total.sporolide.cluster22.aln	clade7	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade10	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade5	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade8	8.66666666666666	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade4	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade3	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade1	9.82222222222222	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade6	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster22.aln	clade2	0	sporolide	cluster22	5772	MKOOBEOE_02785	hypothetical protein
total.sporolide.cluster23.aln	clade10	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade2	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade3	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade1	2.35555555555556	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade6	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade4	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade5	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade7	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster23.aln	clade8	0	sporolide	cluster23	1653	BJKHBJBP_02648	hypothetical protein
total.sporolide.cluster24.aln	clade10	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade3	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade5	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade1	2.11111111111111	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade2	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade4	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade6	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade8	8	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster24.aln	clade7	0	sporolide	cluster24	1974	BJKHBJBP_02653	hypothetical protein
total.sporolide.cluster3.aln	clade10	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade1	0.755555555555556	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade3	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade5	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade8	1.33333333333333	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade2	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade4	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade6	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster3.aln	clade7	0	sporolide	cluster3	921	MKOOBEOE_02794	hypothetical protein
total.sporolide.cluster4.aln	clade1	0.555555555555556	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade3	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade2	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade4	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade6	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade10	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade5	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade8	0.666666666666667	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster4.aln	clade7	0	sporolide	cluster4	987	MKOOBEOE_02786	hypothetical protein
total.sporolide.cluster6.aln	clade4	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade10	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade2	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade7	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade5	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade1	1.97777777777778	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade3	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade8	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster6.aln	clade6	0	sporolide	cluster6	1359	BJKHBJBP_02658	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
total.sporolide.cluster7.aln	clade8	2	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade1	1.8	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade6	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade7	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade10	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade2	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade3	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade4	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster7.aln	clade5	0	sporolide	cluster7	1083	BJKHBJBP_02649	hypothetical protein
total.sporolide.cluster8.aln	clade10	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade1	1.71111111111111	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade3	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade4	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade7	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade2	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade5	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade6	0	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster8.aln	clade8	1.33333333333333	sporolide	cluster8	1020	BJKHBJBP_02675	Acyl-CoA dehydrogenase FadE28
total.sporolide.cluster9.aln	clade4	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade7	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade2	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade6	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade3	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade5	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade1	2.57777777777778	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade8	1.33333333333333	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.sporolide.cluster9.aln	clade10	0	sporolide	cluster9	1065	BJKHBJBP_02650	hypothetical protein
total.staurosporine.cluster0.aln	clade2	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade1	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade3	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade4	46.6666666666667	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade10	9.42732240437158	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade7	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade8	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade5	24.8636363636364	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster0.aln	clade6	0	staurosporine	cluster0	1308	rebG	4-demethylrebeccamycin synthase
total.staurosporine.cluster1.aln	clade1	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade8	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade2	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade3	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade4	57.3333333333333	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade5	25.2424242424242	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade7	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade10	8.69726775956284	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster1.aln	clade6	0	staurosporine	cluster1	1515	rebO	Flavin-dependent L-tryptophan oxidase RebO
total.staurosporine.cluster2.aln	clade2	0	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
total.staurosporine.cluster2.aln	clade4	57.3333333333333	staurosporine	cluster2	1707	tfdB	2,4-dichlorophenol 6-monooxygenase
